Packet_Length,Timestamp,TCP_Flags,Flow_ID,Source_IP,Destination_IP,Protocol,Source_IP_Encoded,Destination_IP_Encoded,Protocol_Encoded,Anomaly
75,2025-03-19 11:06:02.595262,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:06:02.802367,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:06:12.606567,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:06:12.607013,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:06:12.607139,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:06:22.628948,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:06:22.629102,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:06:22.629195,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:06:22.936131,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:06:22.936260,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
73,2025-03-19 11:06:32.766562,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
73,2025-03-19 11:06:32.766718,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
73,2025-03-19 11:06:32.766906,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
73,2025-03-19 11:06:32.766926,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:06:42.904233,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:06:42.904399,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:06:42.904593,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:06:42.904615,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:06:42.904627,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:07:02.872826,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:07:02.872922,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:07:02.873056,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:07:02.873064,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:07:02.873069,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:07:12.702761,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:07:12.702931,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:07:12.703127,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:07:12.703149,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:07:12.703161,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
52,2025-03-19 11:07:14.238689,,192.168.1.254_224.0.0.1_None,192.168.1.254,224.0.0.1,,5,4,2,Anomaly
54,2025-03-19 11:07:15.679244,,192.168.1.238_224.0.0.22_None,192.168.1.238,224.0.0.22,,4,5,2,Anomaly
70,2025-03-19 11:07:22.840338,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:07:22.840490,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:07:22.840580,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:07:23.147574,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:07:23.147722,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
234,2025-03-19 11:07:40.351010,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:07:40.351303,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:07:40.658026,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:07:40.965220,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
383,2025-03-19 11:07:41.272892,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Anomaly
319,2025-03-19 11:07:41.273242,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 11:08:02.776325,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:08:02.776423,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:08:02.776532,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:08:02.776541,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:08:03.083690,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:08:12.914167,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:08:12.914331,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:08:12.914526,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:08:12.914549,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:08:12.914561,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:08:22.739111,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:08:22.739369,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:08:22.739475,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:08:22.885037,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:08:22.885153,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
85,2025-03-19 11:08:27.045366,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
85,2025-03-19 11:08:27.966923,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
81,2025-03-19 11:08:43.019862,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:08:43.020279,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:08:43.020489,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:08:43.020508,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:08:43.020519,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:09:02.987771,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:09:02.987870,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:09:02.988011,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:09:02.988020,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:09:02.988025,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:09:12.818406,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:09:12.818569,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:09:12.818761,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:09:12.818782,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:09:12.818793,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
52,2025-03-19 11:09:19.269584,,192.168.1.254_224.0.0.1_None,192.168.1.254,224.0.0.1,,5,4,2,Anomaly
54,2025-03-19 11:09:19.967246,,192.168.1.238_224.0.0.22_None,192.168.1.238,224.0.0.22,,4,5,2,Anomaly
70,2025-03-19 11:09:22.955991,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:09:22.956153,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:09:22.956254,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:09:23.263344,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:09:23.263497,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
93,2025-03-19 11:09:31.660086,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
143,2025-03-19 11:09:31.660266,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
93,2025-03-19 11:09:31.660621,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
79,2025-03-19 11:09:31.660642,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
82,2025-03-19 11:09:31.660654,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
77,2025-03-19 11:09:31.660665,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
87,2025-03-19 11:09:31.660675,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:09:31.660686,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
86,2025-03-19 11:09:31.660695,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
78,2025-03-19 11:09:31.660704,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
96,2025-03-19 11:09:31.660713,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
87,2025-03-19 11:09:31.660722,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
234,2025-03-19 11:09:41.388323,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:09:41.388643,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:09:41.388856,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:09:41.695288,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
383,2025-03-19 11:09:42.002865,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Anomaly
319,2025-03-19 11:09:42.003270,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 11:10:02.891874,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:10:02.891966,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:10:02.892072,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:10:02.892080,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:10:03.199331,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:10:13.029777,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:10:13.029941,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:10:13.030134,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:10:13.030156,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:10:13.030168,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:10:22.860214,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:10:22.860385,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:10:22.860488,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:10:23.167417,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:10:23.167573,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:10:43.135519,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:10:43.135682,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:10:43.135877,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:10:43.135897,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:10:43.135909,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:11:03.103399,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:11:03.103491,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:11:03.103626,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:11:03.103635,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:11:03.103641,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:11:12.933983,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:11:12.934150,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:11:12.934347,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:11:12.934368,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:11:12.934381,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:11:22.889777,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:11:22.889945,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:11:22.890048,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:11:22.901510,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:11:22.901619,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
52,2025-03-19 11:11:24.300413,,192.168.1.254_224.0.0.1_None,192.168.1.254,224.0.0.1,,5,4,2,Anomaly
54,2025-03-19 11:11:29.791248,,192.168.1.238_224.0.0.22_None,192.168.1.238,224.0.0.22,,4,5,2,Anomaly
234,2025-03-19 11:11:42.118320,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:11:42.118616,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:11:42.425244,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:11:42.425557,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
383,2025-03-19 11:11:42.732893,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Anomaly
319,2025-03-19 11:11:42.734338,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 11:12:03.007590,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:12:03.007685,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:12:03.007793,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:12:03.007802,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:12:03.315106,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:12:13.145406,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:12:13.145553,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:12:13.145725,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:12:13.145743,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:12:13.145754,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:12:22.975865,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:12:22.976030,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:12:22.976132,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:12:23.282691,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:12:23.282848,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:12:43.251115,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:12:43.251324,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:12:43.251520,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:12:43.251541,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:12:43.251553,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:13:02.983418,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:13:02.983507,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:13:02.983616,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:13:02.983624,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:13:03.053611,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:13:13.254169,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:13:13.254328,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:13:13.254503,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:13:13.254522,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:13:13.254532,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:13:23.084852,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:13:23.085011,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:13:23.085205,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:13:23.085226,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:13:23.085238,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
85,2025-03-19 11:13:28.921711,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
52,2025-03-19 11:13:29.228815,,192.168.1.254_224.0.0.1_None,192.168.1.254,224.0.0.1,,5,4,2,Anomaly
85,2025-03-19 11:13:29.885569,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
54,2025-03-19 11:13:32.415250,,192.168.1.238_224.0.0.22_None,192.168.1.238,224.0.0.22,,4,5,2,Anomaly
234,2025-03-19 11:13:42.848345,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:13:42.848650,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:13:43.155337,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
81,2025-03-19 11:13:43.155747,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:13:43.155771,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:13:43.155783,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:13:43.155793,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:13:43.155803,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
93,2025-03-19 11:13:43.155814,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
93,2025-03-19 11:13:43.462481,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
383,2025-03-19 11:13:43.770196,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Anomaly
319,2025-03-19 11:13:43.770567,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 11:14:03.123275,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:14:03.123385,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:14:03.123500,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:14:03.123508,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:14:03.430568,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:14:23.091498,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:14:23.091660,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:14:23.091894,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
